subscriptionReferenceNumber,productLanguage,productStatus,subscriptionType,groupName,quantity,seats,packSize,subscriptionStatus,lastPurchaseDate,startDate,endDate,description,productLine,productLineCode,solutionDivision,release,deployment,licensingModel,subscriptionLevel,switchType,switchYear,opportunityNumber,licenseType,activationType,programType,contract.number,contract.startDate,contract.endDate,contract.term,contract.billingBehavior,contract.subType,contract.renewalCounter,ews.adoptionHealth.currentMonth,ews.adoptionHealth.bimonthly1,ews.adoptionHealth.bimonthly2,ews.adoptionHealth.bimonthly3,ews.adoptionHealth.bimonthly4,ews.adoptionHealth.bimonthly5,ews.adoptionHealth.bimonthly6,ews.adoptionHealth.bimonthly7,ews.adoptionHealth.bimonthly8,ews.adoptionHealth.bimonthly9,ews.adoptionHealth.bimonthly10,ews.onboardingHealth.health,ews.onboardingHealth.score,ews.onboardingHealth.accessDriver,ews.onboardingHealth.discoveryDriver,ews.onboardingHealth.productUtilizationScoreDriver,ews.onboardingHealth.supportDriver,ews.retentionHealth.score,ews.retentionHealth.riskBand,ews.retentionHealth.customerProfileScoreDriver,ews.retentionHealth.productUtilizationDriver,ews.retentionHealth.productProfileScoreDriver,ews.retentionHealth.subscriptionEngagementScoreDriver,accounts.soldTo.csn,accounts.soldTo.name,accounts.reseller.csn,accounts.reseller.name,accounts.reseller.localLanguageName,accounts.reseller.type,accounts.reseller.address1,accounts.reseller.address2,accounts.reseller.address3,accounts.reseller.city,accounts.reseller.stateProvince,accounts.reseller.postalCode,accounts.reseller.country,accounts.nurtureReseller.csn,accounts.nurtureReseller.name,accounts.nurtureReseller.lockdate,accounts.nurtureReseller.nurtureDiscountEligibility,endCustomer.account.endCustomerCsn,endCustomer.account.name,endCustomer.account.type,endCustomer.account.address1,endCustomer.account.address2,endCustomer.account.address3,endCustomer.account.city,endCustomer.account.stateProvince,endCustomer.account.postalCode,endCustomer.account.country,endCustomer.account.individualFlag,endCustomer.account.namedAccountFlag,endCustomer.account.namedAccountGroup,endCustomer.account.parentIndustryGroup,endCustomer.account.parentIndustrySegment,endCustomer.contractManager.first,endCustomer.contractManager.last,endCustomer.contractManager.email,endCustomer.contractManager.address1,endCustomer.contractManager.address2,endCustomer.contractManager.address3,endCustomer.contractManager.city,endCustomer.contractManager.stateProvince,endCustomer.contractManager.postalCode,endCustomer.contractManager.country,endCustomer.contractManager.phone,endCustomer.contractManager.fax,endCustomer.contractManager.status,endCustomer.contractManager.portalRegistration,endCustomer.contractManager.doNotCall,endCustomer.contractManager.doNotEmail,endCustomer.contractManager.doNotMail,endCustomer.softwareCoordinator.first,endCustomer.softwareCoordinator.last,endCustomer.softwareCoordinator.email,endCustomer.softwareCoordinator.address1,endCustomer.softwareCoordinator.address2,endCustomer.softwareCoordinator.address3,endCustomer.softwareCoordinator.city,endCustomer.softwareCoordinator.stateProvince,endCustomer.softwareCoordinator.postalCode,endCustomer.softwareCoordinator.country,endCustomer.softwareCoordinator.phone,endCustomer.softwareCoordinator.fax,endCustomer.softwareCoordinator.status,endCustomer.softwareCoordinator.doNotCall,endCustomer.softwareCoordinator.doNotEmail,endCustomer.softwareCoordinator.doNotMail
564-57155964,WW,Registered,Renewable Subscription,,5,5,0,Expired,02/07/2020,07/05/2017,23/08/2019,ACDIST AD TL:SW PA WW ELD,AutoCAD - including specialized toolsets,ACDIST,,AD,S,TERM,GOLDA,,,,Crossgrade,Serial Number,,1.10001E+11,28/07/2016,27/07/2021,Annual,Renewable,Silver/Gold,4,Stable high,Stable mid,Stable mid,Highly engaged,Stable mid,Dormant,Dormant,Dormant,Dormant,Dormant,Dormant,,0.821256798,,,,,0.821256798,Low,,,,,5105829637,Compusoluciones y Asociados S.A. de C.V.,70028227,COMPUCAD S.A. de C.V.,COMPUCAD S.A. de C.V.,Reseller,Aurelio L Gallardo 437,Col Ladron de Guevara,,Guadalajara,JAL,44680,Mexico,,,,false,5127457289,Nattura Laboratorios S.A. de C.V.,End Customer,Pedro Martinez Rivas 746,PARQUE INDUSTRIAL BELENES NORTE,,ZAPOPAN,JAL,45150,Mexico,false,true,Territory,Multi MFG Lead,Process Manufacturing,Diana,Figueroa torres,diana.figueroa@natturalabs.com,Pedro Martinez Rivas 746,PARQUE INDUSTRIAL BELENES NORTE,,ZAPOPAN,JAL,45150,Mexico,32088282,,Active,Registered,true,false,true,Diana,Figueroa torres,diana.figueroa@natturalabs.com,Pedro Martinez Rivas 746,PARQUE INDUSTRIAL BELENES NORTE,,ZAPOPAN,JAL,45150,Mexico,32088282,,Active,true,false,true
564-57155964,WW,Registered,Renewable Subscription,,5,5,0,Active,02/07/2020,24/08/2019,27/07/2021,ACDIST AD TL:SW PA WW ELD,AutoCAD - including specialized toolsets,ACDIST,,AD,S,TERM,GOLDA,,,,Crossgrade,Sign On,,1.10001E+11,28/07/2016,27/07/2021,Annual,Renewable,Silver/Gold,4,Stable high,Stable mid,Stable mid,Highly engaged,Stable mid,Dormant,Dormant,Dormant,Dormant,Dormant,Dormant,,0.821256798,,,,,0.821256798,Low,,,,,5105829637,Compusoluciones y Asociados S.A. de C.V.,70028227,COMPUCAD S.A. de C.V.,COMPUCAD S.A. de C.V.,Reseller,Aurelio L Gallardo 437,Col Ladron de Guevara,,Guadalajara,JAL,44680,Mexico,,,,false,5127457289,Nattura Laboratorios S.A. de C.V.,End Customer,Pedro Martinez Rivas 746,PARQUE INDUSTRIAL BELENES NORTE,,ZAPOPAN,JAL,45150,Mexico,false,true,Territory,Multi MFG Lead,Process Manufacturing,Diana,Figueroa torres,diana.figueroa@natturalabs.com,Pedro Martinez Rivas 746,PARQUE INDUSTRIAL BELENES NORTE,,ZAPOPAN,JAL,45150,Mexico,32088282,,Active,Registered,true,false,true,Diana,Figueroa torres,diana.figueroa@natturalabs.com,Pedro Martinez Rivas 746,PARQUE INDUSTRIAL BELENES NORTE,,ZAPOPAN,JAL,45150,Mexico,32088282,,Active,true,false,true
564-79483285,WW,Registered,Renewable Subscription,,2,2,0,Expired,21/09/2020,17/09/2018,01/10/2019,AutoCAD - including specialized toolsets AD Non-Language Specific,AutoCAD - including specialized toolsets,ACDIST,,AD,S,TERM,GOLDA,,,,New,Serial Number,,1.10002E+11,17/09/2018,16/09/2021,Annual,Renewable,Silver/Gold,2,No use,No use,No use,No use,No use,No use,No use,No use,No use,No use,No use,,0.485374581,,,,,0.485374581,High,,,,,5105829637,Compusoluciones y Asociados S.A. de C.V.,70028227,COMPUCAD S.A. de C.V.,COMPUCAD S.A. de C.V.,Reseller,Aurelio L Gallardo 437,Col Ladron de Guevara,,Guadalajara,JAL,44680,Mexico,,,,false,5110557202,Proveedora de Climas S.A. de C.V.,End Customer,Av Gonzalitos Norte 1077,Col Urdiales,,Monterrey,NL,,Mexico,false,true,Territory,AEC,Buildings,Javier,Nino,javier.nino@proveedoradeclimas.com,Av Gonzalitos Norte 1077,Col Urdiales,,Monterrey,NL,,,5.28184E+11,,Active,Registered,false,false,true,Javier,Nino,javier.nino@proveedoradeclimas.com,Av Gonzalitos Norte 1077,Col Urdiales,,Monterrey,NL,,,5.28184E+11,,Active,false,false,true
564-79483285,WW,Registered,Renewable Subscription,,2,2,0,Active,21/09/2020,02/10/2019,16/09/2021,AutoCAD - including specialized toolsets AD Non-Language Specific,AutoCAD - including specialized toolsets,ACDIST,,AD,S,TERM,GOLDA,,,,New,Sign On,,1.10002E+11,17/09/2018,16/09/2021,Annual,Renewable,Silver/Gold,2,No use,No use,No use,No use,No use,No use,No use,No use,No use,No use,No use,,0.485374581,,,,,0.485374581,High,,,,,5105829637,Compusoluciones y Asociados S.A. de C.V.,70028227,COMPUCAD S.A. de C.V.,COMPUCAD S.A. de C.V.,Reseller,Aurelio L Gallardo 437,Col Ladron de Guevara,,Guadalajara,JAL,44680,Mexico,,,,false,5110557202,Proveedora de Climas S.A. de C.V.,End Customer,Av Gonzalitos Norte 1077,Col Urdiales,,Monterrey,NL,,Mexico,false,true,Territory,AEC,Buildings,Javier,Nino,javier.nino@proveedoradeclimas.com,Av Gonzalitos Norte 1077,Col Urdiales,,Monterrey,NL,,,5.28184E+11,,Active,Registered,false,false,true,Javier,Nino,javier.nino@proveedoradeclimas.com,Av Gonzalitos Norte 1077,Col Urdiales,,Monterrey,NL,,,5.28184E+11,,Active,false,false,true
777-11354375,WW,Registered,Renewable Subscription,,1,1,0,Expired,,10/05/2017,05/07/2018,Product Design Suite Premium 2019 Non-Language Specific,Product Design Suite Premium,PDSP,,2019,S,TERM,GOLDA,,,,Upgrade,Serial Number,,1.10001E+11,06/07/2016,05/07/2021,Annual,Renewable,Silver/Gold,4,Growing,Stable high,Stable high,Disengaging alarming,Disengaging alarming,Disengaging alarming,Growing,Stable high,Stable high,Stable mid,Stable mid,,0.689367265,,,,,0.689367265,Medium,,,,,5105829637,Compusoluciones y Asociados S.A. de C.V.,70028227,COMPUCAD S.A. de C.V.,COMPUCAD S.A. de C.V.,Reseller,Aurelio L Gallardo 437,Col Ladron de Guevara,,Guadalajara,JAL,44680,Mexico,70028227,COMPUCAD S.A. de C.V.,06/04/2018,false,5127288908,Armstrong Safe de Mexico S.A. de C,End Customer,Calz Paraisos 66,,,Zapopan,JAL,45010,Mexico,false,false,Territory,MFG,Auto & Transportation,Armstrong,Safe,joseanaya@grupoarmstrong.com,Calz Paraisos 66,,,Zapopan,JAL,45010,Mexico,,,Active,Registered,false,false,false,Armstrong,Safe,joseanaya@grupoarmstrong.com,Calz Paraisos 66,,,Zapopan,JAL,45010,Mexico,,,Active,false,false,false
564-49737939,WW,Registered,Renewable Subscription,,1,1,0,Expired,26/06/2018,26/06/2018,25/06/2019,ACDIST AD TL:VG PA WW ELD,AutoCAD - including specialized toolsets,ACDIST,,AD,S,TERM,GOLDA,,,,New,Serial Number,,1.10002E+11,26/06/2018,25/06/2019,Annual,Renewable,Silver/Gold,0,NO LONGER SCORED,NO LONGER SCORED,NO LONGER SCORED,NO LONGER SCORED,No segment,No segment,No segment,No segment,No segment,No segment,No segment,,0.880867629,,,,,0.880867629,Low,,,,,5105829637,Compusoluciones y Asociados S.A. de C.V.,70028227,COMPUCAD S.A. de C.V.,COMPUCAD S.A. de C.V.,Reseller,Aurelio L Gallardo 437,Col Ladron de Guevara,,Guadalajara,JAL,44680,Mexico,70028227,COMPUCAD S.A. de C.V.,27/03/2019,false,5122675193,Hazama Ando Corp,End Customer,Paseo de la Reforma 373,Cuauhtemoc,,Ciudad de México,DF,6500,Mexico,false,true,Territory,Multi AEC Lead,Construction Services,Hazama,Ando,licencias.autodesk@ad-hzm.com.mx,Paseo de la Reforma 373,Cuauhtemoc,,Ciudad de México,DF,6500,Mexico,5.25555E+11,,Active,Registered,false,false,true,Hazama,Ando,licencias.autodesk@ad-hzm.com.mx,Paseo de la Reforma 373,Cuauhtemoc,,Ciudad de México,DF,6500,Mexico,5.25555E+11,,Active,false,false,true
564-30264495,WW,Registered,Renewable Subscription,,1,1,0,Expired,18/08/2020,30/07/2018,12/11/2019,Architecture Engineering & Construction Collection IC Non-Language Specific,Architecture Engineering & Construction Collection,AECCOL,,IC,S,TERM,GOLDA,M2S,FY18,A-11898428,Crossgrade,Serial Number,M2S,1.10002E+11,30/07/2018,29/07/2021,Annual,Renewable,Silver/Gold,2,,,,,,,,,,,,,0.87909154,,,,,0.87909154,Low,,,,,5105829637,Compusoluciones y Asociados S.A. de C.V.,70028227,COMPUCAD S.A. de C.V.,COMPUCAD S.A. de C.V.,Reseller,Aurelio L Gallardo 437,Col Ladron de Guevara,,Guadalajara,JAL,44680,Mexico,,,,false,5115643963,Energía Nueva Energía Limpia México S.De R.L. de Cv.,End Customer,Miguel de Cervantes Saavedra 193,,,Ciudad de México,DF,11520,Mexico,false,true,Territory,Multi AEC Lead,Utilities & Telecom,José,Triana,jose.triana@enel.com,Miguel de Cervantes Saavedra 193,Saavedra 193 Piso 4,,Ciudad de México,DF,11520,Mexico,5.25536E+11,,Active,Incomplete Registration,false,false,true,José,Triana,jose.triana@enel.com,Miguel de Cervantes Saavedra 193,Saavedra 193 Piso 4,,Ciudad de México,DF,11520,Mexico,5.25536E+11,,Active,false,false,true
564-30264495,WW,Registered,Renewable Subscription,,1,1,0,Active,18/08/2020,13/11/2019,29/07/2021,Architecture Engineering & Construction Collection IC Non-Language Specific,Architecture Engineering & Construction Collection,AECCOL,,IC,S,TERM,GOLDA,M2S,FY18,A-11898428,Crossgrade,Sign On,M2S,1.10002E+11,30/07/2018,29/07/2021,Annual,Renewable,Silver/Gold,2,,,,,,,,,,,,,0.87909154,,,,,0.87909154,Low,,,,,5105829637,Compusoluciones y Asociados S.A. de C.V.,70028227,COMPUCAD S.A. de C.V.,COMPUCAD S.A. de C.V.,Reseller,Aurelio L Gallardo 437,Col Ladron de Guevara,,Guadalajara,JAL,44680,Mexico,70028227,COMPUCAD S.A. de C.V.,30/04/2020,false,5115643963,Energía Nueva Energía Limpia México S.De R.L. de Cv.,End Customer,Miguel de Cervantes Saavedra 193,,,Ciudad de México,DF,11520,Mexico,false,true,Territory,Multi AEC Lead,Utilities & Telecom,José,Triana,jose.triana@enel.com,Miguel de Cervantes Saavedra 193,Saavedra 193 Piso 4,,Ciudad de México,DF,11520,Mexico,5.25536E+11,,Active,Incomplete Registration,false,false,true,José,Triana,jose.triana@enel.com,Miguel de Cervantes Saavedra 193,Saavedra 193 Piso 4,,Ciudad de México,DF,11520,Mexico,5.25536E+11,,Active,false,false,true
561-29482343,WW,Registered,Renewable Subscription,,2,2,0,Active,26/03/2021,14/09/2019,18/03/2022,AutoCAD LT 2020 Non-Language Specific,AutoCAD LT,ACDLT,,2020,S,TERM,GOLDA,,,,Upgrade,Sign On,,1.10001E+11,19/03/2016,18/03/2022,Annual,Renewable,Silver/Gold,5,Stable high,Highly engaged,Slowing,Slowing,Slowing,Highly engaged,Highly engaged,No use,No use,No use,No use,,0.495200736,,,,,0.495200736,High,,,,,5105829637,Compusoluciones y Asociados S.A. de C.V.,70028227,COMPUCAD S.A. de C.V.,COMPUCAD S.A. de C.V.,Reseller,Aurelio L Gallardo 437,Col Ladron de Guevara,,Guadalajara,JAL,44680,Mexico,,,,false,5106189433,Ronal Queretaro S.A. de C.V.,End Customer,San Pedrito 108,,,Querétaro,QRO,76220,Mexico,false,true,Territory,Multi MFG Lead,Auto & Transportation,Rafael,López,rafael.lopez@ronalgroup.com,San Pedrito 108,,,Querétaro,QRO,76220,Mexico,5.24422E+11,,Active,Registered,false,false,false,Rafael,López,rafael.lopez@ronalgroup.com,San Pedrito 108,,,Querétaro,QRO,76220,Mexico,5.24422E+11,,Active,false,false,false
561-55048672,WW,Registered,Renewable Subscription,,1,1,0,Expired,,10/05/2017,15/06/2018,3ds Max 2019 Non-Language Specific,3ds Max,3DSMAX,,2019,S,TERM,GOLDA,,,,Upgrade,Serial Number,,1.10001E+11,17/06/2016,15/06/2018,Annual,Renewable,Silver/Gold,1,Dormant,Dormant,Dormant,Dormant,Dormant,Dormant,Dormant,Dormant,Dormant,Dormant,Dormant,,0.345158766,,,Negative,,0.345158766,High,Neutral,,Neutral,Neutral,5105829637,Compusoluciones y Asociados S.A. de C.V.,70028227,COMPUCAD S.A. de C.V.,COMPUCAD S.A. de C.V.,Reseller,Aurelio L Gallardo 437,Col Ladron de Guevara,,Guadalajara,JAL,44680,Mexico,70028227,COMPUCAD S.A. de C.V.,17/03/2018,false,5127137386,Gobierno del EDO de QRO,End Customer,Av Constituyentes 219,Acceso 1,,Querétaro,QRO,76040,Mexico,false,true,Territory,MFG,Building Products & Fabricat'n,Francisco,Arteaga,farteaga@queretaro.gob.mx,Lateral de la Aut Mexico Quer,,,Querétaro,QRO,76090,Mexico,5.24422E+11,,Active,Registered,false,false,true,Francisco,Arteaga,farteaga@queretaro.gob.mx,Lateral de la Aut Mexico Quer,,,Querétaro,QRO,76090,Mexico,5.24422E+11,,Active,false,false,true
563-64469098,WW,Registered,Renewable Subscription,,1,1,0,Expired,,29/12/2017,28/12/2018,AutoCAD Civil 3D 2019 Non-Language Specific,Civil 3D,CIV3D,,2019,S,TERM,GOLDA,,,,Upgrade,Serial Number,,1.10002E+11,29/12/2017,28/12/2018,Annual,Renewable,Silver/Gold,0,No use,No use,No use,No use,No use,No use,No use,No use,No use,No use,No use,,0.294728557,,,,,0.294728557,Very High,,,,,5105829637,Compusoluciones y Asociados S.A. de C.V.,70028227,COMPUCAD S.A. de C.V.,COMPUCAD S.A. de C.V.,Reseller,Aurelio L Gallardo 437,Col Ladron de Guevara,,Guadalajara,JAL,44680,Mexico,70028227,COMPUCAD S.A. de C.V.,29/09/2018,false,5108394084,Municipio de Oaxaca de Juarez,End Customer,Plaza de la Danza S/N,Col Centro,,Oaxaca,OAX,68000,Mexico,false,false,Territory,Multi EDU Lead,Education,Municipio,de Oaxaca de Juárez,ivanruva@gmail.com,Plaza de la Danza S/N,Col Centro,,Oaxaca,OAX,68000,Mexico,5.29512E+11,,Active,Registered,false,false,true,Municipio,de Oaxaca de Juárez,ivanruva@gmail.com,Plaza de la Danza S/N,Col Centro,,Oaxaca,OAX,68000,Mexico,5.29512E+11,,Active,false,false,true
564-24026209,NS,Registered,Renewable Subscription,,2,2,0,Expired,17/04/2018,17/04/2018,16/04/2019,BIM 360 Design CLOUD Non Specific,BIM 360 Design,COLLRP,,CLOUD,S,TERM,GOLDA,,,,New,Serial Number,,1.10002E+11,17/04/2018,16/04/2019,Annual,Renewable,Silver/Gold,0,Migrated To Clic,Migrated To Clic,Migrated To Clic,Migrated To Clic,Migrated To Clic,Migrated To Clic,Migrated To Clic,Migrated To Clic,Migrated To Clic,Migrated To Clic,Migrated To Clic,,0.579722369,,,,,0.579722369,Medium,,,,,5105829637,Compusoluciones y Asociados S.A. de C.V.,70028227,COMPUCAD S.A. de C.V.,COMPUCAD S.A. de C.V.,Reseller,Aurelio L Gallardo 437,Col Ladron de Guevara,,Guadalajara,JAL,44680,Mexico,70028227,COMPUCAD S.A. de C.V.,16/01/2019,false,5137873770,Cador Iberia México S.A. de C.V.,End Customer,Londres 253,Cuauhtemoc,,Ciudad de México,DF,6600,Mexico,false,true,Territory,AEC,Engineering Service Providers,Daniel,Juarez,djuarez@grupocador.mx,Londres 253,Cuauhtemoc,,Ciudad de México,DF,6600,Mexico,318753333,,Active,Incomplete Registration,false,false,true,Mario,Martinez,mario@supportech.mx,Londres 253,Cuauhtemoc,,Ciudad de México,DF,6600,Mexico,1090443329,,Active,false,false,true
563-35466791,WW,Registered,Renewable Subscription,,2,2,0,Expired,,13/10/2017,12/10/2018,Revit 2019 Non-Language Specific,Revit,RVT,,2019,N,TERM,GOLDA,,,,Upgrade,Serial Number,,1.10002E+11,13/10/2017,12/10/2018,Annual,Renewable,Silver/Gold,0,No use,No use,No use,No use,No use,No use,No use,No segment,No segment,No segment,No segment,,0.272564867,,,,,0.272564867,Very High,,,,,5105829637,Compusoluciones y Asociados S.A. de C.V.,70028227,COMPUCAD S.A. de C.V.,COMPUCAD S.A. de C.V.,Reseller,Aurelio L Gallardo 437,Col Ladron de Guevara,,Guadalajara,JAL,44680,Mexico,70028227,COMPUCAD S.A. de C.V.,14/07/2018,false,5130630899,MTK Developers S.A. de C.V.,End Customer,Bosques de Duraznos 127 Piso 11,Of 1 Bozsques de las Lomas,,Ciudad de México,DF,11700,Mexico,false,true,Territory,,,Parks,Sistemas,sistemas@parks.com.mx,Bosques de Duraznos 127 Piso 11,Cuauhtemoc,,Ciudad de México,DF,6760,Mexico,5.25511E+11,,Active,Registered,true,false,true,Ricardo,Diaz,sistemas@park.com.mx,Bosques de Duraznos 127 Piso 11,Cuauhtemoc,,Ciudad de México,DF,6760,Mexico,,,Active,false,false,false
563-61620565,WW,Registered,Renewable Subscription,,1,1,0,Expired,,22/12/2017,21/12/2018,AutoCAD Mechanical 2019 Commercial Product Subscription New Single-user Annual Non-Language Specific,AutoCAD Mechanical,AMECH_PP,,2019,S,TERM,GOLDA,,,,Upgrade,Serial Number,,1.10002E+11,22/12/2017,21/12/2018,Annual,Renewable,Silver/Gold,0,Stable high,Stable mid,Stable high,Highly engaged,Highly engaged,Highly engaged,Stable mid,Slowing,Slowing,Stable mid,Highly engaged,,0.625477802,,,,,0.625477802,Medium,,,,,5105829637,Compusoluciones y Asociados S.A. de C.V.,70028227,COMPUCAD S.A. de C.V.,COMPUCAD S.A. de C.V.,Reseller,Aurelio L Gallardo 437,Col Ladron de Guevara,,Guadalajara,JAL,44680,Mexico,70028227,COMPUCAD S.A. de C.V.,22/09/2018,false,5120057341,Hella Automotive Mexico,End Customer,Irapuato - Abasolo 100,,,Guanajuato,GTO,36844,Mexico,false,true,Territory,Multi MFG Lead,Auto & Transportation,Carlos,Abundis,carlosalberto.abundis@hella.com,Carr al Castillo Km 10.5,,,El Salto,JAL,45680,Mexico,36684300,,Active,Registered,true,false,true,Carlos,Abundis,carlosalberto.abundis@hella.com,Carr al Castillo Km 10.5,,,El Salto,JAL,45680,Mexico,36684300,,Active,true,false,true
563-06556041,WW,Registered,Renewable Subscription,,1,1,0,Expired,,26/07/2017,25/07/2018,AutoCAD LT 2019 Non-Language Specific,AutoCAD LT,ACDLT,,2019,S,TERM,GOLDA,,,,Upgrade,Serial Number,,1.10002E+11,26/07/2017,25/07/2018,Annual,Renewable,Silver/Gold,0,Stable high,Highly engaged,Highly engaged,Stable high,Stable high,Dormant,Dormant,Dormant,Dormant,Dormant,Dormant,,0.831490193,,,Neutral,,0.831490193,Low,Negative,,Neutral,Neutral,5105829637,Compusoluciones y Asociados S.A. de C.V.,70028227,COMPUCAD S.A. de C.V.,COMPUCAD S.A. de C.V.,Reseller,Aurelio L Gallardo 437,Col Ladron de Guevara,,Guadalajara,JAL,44680,Mexico,70028227,COMPUCAD S.A. de C.V.,26/04/2018,false,5132222232,Bodylogic Internacional S.A. de C,End Customer,Av Espana 1840,,,UNKNOWN,JAL,44190,Mexico,false,true,Territory,MFG,Consumer Products,Sandra,Gonzalez Gonzalez,sgonzalez@corpcab.com.mx,Av Espana 1840,Moderna,,Guadalajara,JAL,44190,Mexico,5.23337E+11,,Active,Registered,false,false,true,Sandra,Gonzalez Gonzalez,sgonzalez@corpcab.com.mx,Av Espana 1840,Moderna,,Guadalajara,JAL,44190,Mexico,5.23337E+11,,Active,false,false,true
564-15178324,WW,Registered,Renewable Subscription,,5,5,0,Expired,26/03/2018,26/03/2018,25/03/2019,ACDIST AD TL:VG PA WW ELD,AutoCAD - including specialized toolsets,ACDIST,,AD,S,TERM,GOLDA,,,,New,Serial Number,,1.10002E+11,26/03/2018,25/03/2019,Annual,Renewable,Silver/Gold,0,No use,No use,No use,No use,No use,No use,No use,No use,No use,No use,No use,,0.310099109,,,,,0.310099109,High,,,,,5105829637,Compusoluciones y Asociados S.A. de C.V.,70028227,COMPUCAD S.A. de C.V.,COMPUCAD S.A. de C.V.,Reseller,Aurelio L Gallardo 437,Col Ladron de Guevara,,Guadalajara,JAL,44680,Mexico,70028227,COMPUCAD S.A. de C.V.,25/12/2018,false,5131532200,Idamex S.A. de C.V.,End Customer,Av Solidaridad Iberoamericana 702,,,Guadalajara,JAL,45680,Mexico,false,true,Territory,MFG,Auto & Transportation,Hector,Santillan,idamexsistemas@idamex.com,Av Solidaridad Iberoamericana 7020a,,,El Salto,JAL,45693,Mexico,5.23337E+11,,Active,Registered,true,false,true,Hector,Santillan,idamexsistemas@idamex.com,Av Solidaridad Iberoamericana 7020a,,,El Salto,JAL,45693,Mexico,5.23337E+11,,Active,true,false,true
399-05405665,NS,Registered,Renewable Subscription,,2,2,0,Expired,02/02/2017,02/02/2017,16/05/2019,BIM 360 Glue - Single User CLOUD Non Specific,BIM 360 Glue - Single User,B36G1,,CLOUD,S,TERM,GOLDA,,,,New,Serial Number,,1.10002E+11,02/02/2017,16/05/2019,Annual,Renewable,Silver/Gold,1,No use,No use,,No use,,No use,,Dormant,,No segment,,,0.603009476,,,,,0.603009476,Medium,,,,,5105829637,Compusoluciones y Asociados S.A. de C.V.,70028227,COMPUCAD S.A. de C.V.,COMPUCAD S.A. de C.V.,Reseller,Aurelio L Gallardo 437,Col Ladron de Guevara,,Guadalajara,JAL,44680,Mexico,70028227,COMPUCAD S.A. de C.V.,15/02/2019,false,5124864656,Dicei Diseño y Consultoría Eléctrica Industrial,End Customer,Manuel Esperon 20 de Noviembre,,,Tijuana,BC,22100,Mexico,false,false,Territory,AEC,Utilities & Telecom,Julio césar,Alejandres,julio.alejandres@dicei.com,Churubusco 250 Base 2,,,Tijuana,BC,,,5.2665E+11,,Active,Registered,false,false,false,Julio césar,Alejandres,julio.alejandres@dicei.com,Churubusco 250 Base 2,,,Tijuana,BC,,,5.2665E+11,,Active,false,false,false
562-69155118,WW,Registered,Renewable Subscription,,1,1,0,Expired,,07/05/2017,27/04/2018,AutoCAD 2019 Non-Language Specific,AutoCAD,ACD,,2019,S,TERM,GOLDA,,,,Upgrade,Serial Number,,1.10002E+11,28/04/2017,27/04/2018,Annual,Renewable,Silver/Gold,0,Stable mid,Stable mid,Stable mid,Stable mid,Stable mid,Stable mid,Stable mid,Stable mid,Stable mid,Stable mid,No segment,,0.55825969,,,Neutral,,0.55825969,Medium,Negative,,Positive,Positive,5105829637,Compusoluciones y Asociados S.A. de C.V.,70028227,COMPUCAD S.A. de C.V.,COMPUCAD S.A. de C.V.,Reseller,Aurelio L Gallardo 437,Col Ladron de Guevara,,Guadalajara,JAL,44680,Mexico,70028227,COMPUCAD S.A. de C.V.,27/01/2018,false,5115574585,Desmex S.A. de C.V.,End Customer,Morelos 3649,,,León,GTO,37290,Mexico,false,true,Territory,Multi AEC Lead,Buildings,John,U Von Frantzius,jvf@desmex.com,Blvd Jose Ma Morelos 3649,Col Purisima de Jerez,,León,GTO,37290,Mexico,5.24778E+11,,Active,Registered,true,false,true,John,U Von Frantzius,jvf@desmex.com,Blvd Jose Ma Morelos 3649,Col Purisima de Jerez,,León,GTO,37290,Mexico,5.24778E+11,,Active,true,false,true
563-05503095,WW,Registered,Renewable Subscription,,1,1,0,Expired,,24/07/2017,23/07/2018,AutoCAD 2019 Non-Language Specific,AutoCAD,ACD,,2019,S,TERM,GOLDA,,,,Upgrade,Serial Number,,1.10002E+11,24/07/2017,23/07/2018,Annual,Renewable,Silver/Gold,0,Stable mid,Stable mid,Stable high,Stable mid,Stable mid,Disengaging alarming,Disengaging alarming,Disengaging alarming,Stable mid,Disengaging alarming,Disengaging alarming,,0.682974529,,,Neutral,,0.682974529,Medium,Negative,,Neutral,Positive,5105829637,Compusoluciones y Asociados S.A. de C.V.,70028227,COMPUCAD S.A. de C.V.,COMPUCAD S.A. de C.V.,Reseller,Aurelio L Gallardo 437,Col Ladron de Guevara,,Guadalajara,JAL,44680,Mexico,70028227,COMPUCAD S.A. de C.V.,24/04/2018,false,5103305706,Envases Universales de Mexico S.A. P.I de C.V.,End Customer,Calz de Guadalupe 504,,,Cuautitlan,JAL,54800,Mexico,false,true,Territory,,,Arturo,Capistran,arturo.capistran@envasesuniversales.com,Calz de Guadalupe 504,Col Centro,,Cuautitlan,MEX,54800,Mexico,+(525) 558-9949 x00,,Active,Registered,false,true,true,Juan,Perez,juan.perez@envasesuniversales.com,Calz de Guadalupe 504,Col Centro,,Cuautitlan,JAL,54800,Mexico,5.25583E+11,,Active,false,false,false
